iter	Logloss
0	0.6313397773
1	0.5693564871
2	0.5186402959
3	0.4767790545
4	0.4440780958
5	0.4076085012
6	0.3764508627
7	0.3489207821
8	0.3209977617
9	0.2957033156
10	0.2729669227
11	0.256938734
12	0.2404366666
13	0.2251527951
14	0.2102206802
15	0.2005090342
16	0.1923843102
17	0.1815847153
18	0.17243769
19	0.1635969158
20	0.15369901
21	0.147099358
22	0.1389780845
23	0.1322354919
24	0.1263011706
25	0.1217161954
26	0.1161132621
27	0.1115080811
28	0.1068637348
29	0.1037221747
30	0.09947446088
31	0.09577755617
32	0.09272103521
33	0.08929534597
34	0.086930601
35	0.08390908124
36	0.08169803578
37	0.07900385557
38	0.07737547171
39	0.07496641309
40	0.07285601322
41	0.07120824606
42	0.07010880224
43	0.06797697421
44	0.0662827224
45	0.06529171485
46	0.06439768091
47	0.06306051109
48	0.06174285866
49	0.06015556978
50	0.05903979339
51	0.05803745941
52	0.05690312894
53	0.05571546122
54	0.05501234996
55	0.05434610546
56	0.0533891311
57	0.05240812319
58	0.05206891548
59	0.05135818224
60	0.0503290146
61	0.04993067705
62	0.04894079172
63	0.04882751709
64	0.04862861533
65	0.04853229659
66	0.04774776467
67	0.04744274146
68	0.04719820592
69	0.04694112223
70	0.04679631785
71	0.04629229371
72	0.04604081295
73	0.0456522416
74	0.04523889971
75	0.04515299228
76	0.04459756046
77	0.04433192367
78	0.04415948051
79	0.04412902268
80	0.04409039815
81	0.04406199874
82	0.04402054949
83	0.04398197831
84	0.04394827409
85	0.04367084255
86	0.04357555986
87	0.04329282549
88	0.04320143651
89	0.04317333629
90	0.04267920119
91	0.04244909066
92	0.04218197489
93	0.04215181155
94	0.04186195043
95	0.04144617685
96	0.04107077503
97	0.04070358379
98	0.04066887733
99	0.04064833164
100	0.04062331686
101	0.04049150034
102	0.04046008143
103	0.04010384292
104	0.04008379528
105	0.04005610778
106	0.0400304499
107	0.03969168954
108	0.0396415706
109	0.03902585462
110	0.03829693383
111	0.03797367053
112	0.03792610413
113	0.03768323278
114	0.03766042822
115	0.03757277874
116	0.03753993978
117	0.03723227707
118	0.03671262997
119	0.03652563698
120	0.03651061424
121	0.03649698589
122	0.03635787165
123	0.0363142854
124	0.03627356444
125	0.03615205337
126	0.03563523723
127	0.03525174792
128	0.03523309288
129	0.03501863169
130	0.03464878714
131	0.03457454372
132	0.03446185327
133	0.03421515391
134	0.03394472105
135	0.03391091103
136	0.03375122936
137	0.03342888052
138	0.03341775116
139	0.03293515777
140	0.03248205062
141	0.03243332578
142	0.03205612314
143	0.03193337413
144	0.03186296105
145	0.03165345067
146	0.03143507557
147	0.03135796517
148	0.03135010772
149	0.0313333852
150	0.03113418755
151	0.03112373887
152	0.03105485091
153	0.03093024815
154	0.0307210925
155	0.03049569494
156	0.03029817628
157	0.03023735224
158	0.03012315022
159	0.03005932929
160	0.03004943627
161	0.02968265621
162	0.02940576615
163	0.02938084356
164	0.0293642114
165	0.02905908694
166	0.02889186681
167	0.02864079714
168	0.02858062482
169	0.02856145517
170	0.02855528021
171	0.02843631863
172	0.02836920855
173	0.02834116047
174	0.02814305371
175	0.02813216402
176	0.0280453632
177	0.02779128637
178	0.02767364239
179	0.02749589301
180	0.02737651028
181	0.02725914443
182	0.02717501676
183	0.02701543677
184	0.02683897836
185	0.02682893427
186	0.02661499747
187	0.02637524279
188	0.0263667034
189	0.02607870063
190	0.0260395811
191	0.02592206166
192	0.02569364417
193	0.02557525608
194	0.0255386166
195	0.02539397622
196	0.02531190339
197	0.02518296474
198	0.02499455054
199	0.0249816495
200	0.02480934937
201	0.02479721278
202	0.02466327538
203	0.0246128238
204	0.02458575341
205	0.02450499459
206	0.02445422238
207	0.02433697728
208	0.02405668554
209	0.02405087344
210	0.0239952424
211	0.0239140417
212	0.02377614696
213	0.02365135343
214	0.02353513202
215	0.02340835425
216	0.0234021083
217	0.02336163728
218	0.02313468758
219	0.02306404238
220	0.02292356299
221	0.0227686374
222	0.0227431975
223	0.0227178127
224	0.02270512519
225	0.02260188646
226	0.0225552214
227	0.02254777919
228	0.02251593211
229	0.02251313858
230	0.02241851303
231	0.0221536146
232	0.0219774865
233	0.02194289344
234	0.02192525114
235	0.02184763166
236	0.02180980145
237	0.02172851233
238	0.02171815323
239	0.02171302316
240	0.02161142751
241	0.02152671231
242	0.02140223583
243	0.02129740942
244	0.02118350954
245	0.02112987669
246	0.0211245145
247	0.02106089238
248	0.02097982502
249	0.02091627843
250	0.02090062435
251	0.02081926076
252	0.02081405487
253	0.02075396884
254	0.02073281234
255	0.02062697085
256	0.02060471697
257	0.02052189818
258	0.02042338443
259	0.0204152873
260	0.02031132421
261	0.02022383322
262	0.02014994457
263	0.02008850443
264	0.0199894387
265	0.01996349562
266	0.01995867331
267	0.01981071076
268	0.0197450952
269	0.01968715454
270	0.01963308136
271	0.01955162162
272	0.01954092561
273	0.01935306581
274	0.01934678297
275	0.01931446185
276	0.01931122364
277	0.01925169492
278	0.01922530222
279	0.0191474265
280	0.01913000431
281	0.01906612983
282	0.01901070603
283	0.01894670178
284	0.01874876671
285	0.01873082044
286	0.01856159583
287	0.01844932237
288	0.01837642245
289	0.01820484387
290	0.01808130886
291	0.01790493121
292	0.017857649
293	0.01781793661
294	0.01780486407
295	0.0177397727
296	0.01769507173
297	0.01764750297
298	0.01760033676
299	0.01751927522
300	0.01747492249
301	0.01742932876
302	0.01729611533
303	0.01725586201
304	0.01724296464
305	0.01716987521
306	0.01711741702
307	0.01707843307
308	0.01699828811
309	0.01689740558
310	0.01686253594
311	0.0167917845
312	0.01671812217
313	0.01671614974
314	0.01668294216
315	0.01666457405
316	0.01662971507
317	0.01662780694
318	0.01655715631
319	0.01649953446
320	0.01646594823
321	0.01643113786
322	0.01642569181
323	0.01642318086
324	0.01642073741
325	0.01641803985
326	0.01634668306
327	0.01634497375
328	0.01634265309
329	0.01627889811
330	0.01624258014
331	0.0161749722
332	0.01606698757
333	0.01605614427
334	0.01605380463
335	0.01604635041
336	0.0159888437
337	0.01590310772
338	0.01587127632
339	0.01586913472
340	0.01586724751
341	0.01584328431
342	0.01584139779
343	0.01579330676
344	0.01573205885
345	0.01566234466
346	0.01559637418
347	0.01557124775
348	0.0155302536
349	0.01545572252
350	0.01545407799
351	0.01542469072
352	0.01539000276
353	0.01538739729
354	0.01535223259
355	0.01529809181
356	0.01524241284
357	0.01509906169
358	0.01506029465
359	0.01496312349
360	0.01493404504
361	0.01489439512
362	0.01483502086
363	0.01473218217
364	0.01469747009
365	0.01459199108
366	0.01457538283
367	0.01457391504
368	0.01455493626
369	0.01452359497
370	0.01449767697
371	0.01441296904
372	0.01437390645
373	0.0142932158
374	0.01422426906
375	0.01415675757
376	0.01411263987
377	0.0140837767
378	0.0140221024
379	0.01400308353
380	0.01399927697
381	0.01396659668
382	0.01388825623
383	0.01386187398
384	0.01377737261
385	0.01368428758
386	0.01368289397
387	0.01367505036
388	0.01362641046
389	0.01358836623
390	0.01358674959
391	0.01358515813
392	0.01358110676
393	0.01353677437
394	0.01353518397
395	0.01351377976
396	0.01341585305
397	0.01340875279
398	0.01332143746
399	0.01328771275
400	0.01328359107
401	0.01324619703
402	0.01319595607
403	0.01317555182
404	0.01317252588
