iter	Logloss
405	0.01317094788
406	0.01308729162
407	0.01301110614
408	0.01293106025
409	0.01290582942
410	0.01290449904
411	0.0129015405
412	0.01285607015
413	0.01285290573
414	0.01285196174
415	0.01283123743
416	0.01279622166
417	0.01272446503
418	0.01272301718
419	0.01263640549
420	0.01261729927
421	0.01254324425
422	0.01254095071
423	0.01249707317
424	0.01242018327
425	0.01241939364
426	0.01241485052
427	0.01239688497
428	0.01233990467
429	0.01232185526
430	0.01226840273
431	0.01224570425
432	0.01219902931
433	0.01215805831
434	0.01214144028
435	0.01210151282
436	0.01208444837
437	0.01202940495
438	0.01198930521
439	0.01192675607
440	0.01192678474
441	0.01188301323
442	0.0118820523
443	0.01186502861
444	0.01184998587
445	0.01181858957
446	0.01175809768
447	0.01171937074
448	0.01167172286
449	0.01163502044
450	0.01161172349
451	0.0115966823
452	0.01159613022
453	0.01152127298
454	0.01144763622
455	0.01144570214
456	0.01140893978
457	0.01138325913
458	0.01134709456
459	0.01131179215
460	0.01127153756
461	0.01125469496
462	0.01118465365
463	0.01114305115
464	0.01112843499
465	0.01109404374
466	0.01105979775
467	0.01101700694
468	0.0109372812
469	0.01087805249
470	0.01086164005
471	0.01084722948
472	0.01081835546
473	0.01075603137
474	0.01075186253
475	0.01072006386
476	0.01070595843
477	0.01066912712
478	0.01066912712
479	0.01066912712
480	0.01066144814
481	0.01066138326
482	0.01063184483
483	0.01059365147
484	0.01054716711
485	0.01054584689
486	0.01054573834
487	0.01053228919
488	0.01053228589
489	0.01053063711
490	0.01050194669
491	0.01047238008
492	0.01042757646
493	0.01041487114
494	0.01038737495
495	0.01038736168
496	0.01038617036
497	0.01037410233
498	0.01033545209
499	0.01027998471
