iter	Passed	Remaining
302	969	2229
303	971	2224
304	974	2219
305	976	2214
306	979	2211
307	982	2208
308	985	2203
309	987	2198
310	990	2193
311	993	2190
312	996	2187
313	999	2184
314	1002	2180
315	1005	2176
316	1008	2171
317	1011	2169
318	1014	2166
319	1017	2161
320	1019	2157
321	1022	2153
322	1025	2150
323	1029	2146
324	1031	2142
325	1033	2137
326	1036	2132
327	1038	2127
328	1041	2123
329	1043	2119
330	1046	2115
331	1049	2110
332	1051	2105
333	1053	2100
334	1055	2095
335	1058	2091
336	1061	2088
337	1064	2084
338	1066	2079
339	1068	2074
340	1070	2069
341	1073	2065
342	1076	2061
343	1078	2057
344	1081	2052
345	1083	2048
346	1085	2043
347	1087	2038
348	1090	2034
349	1093	2030
350	1096	2026
351	1098	2022
352	1100	2017
353	1103	2012
354	1105	2009
355	1108	2005
356	1110	2000
357	1113	1996
358	1115	1991
359	1117	1986
360	1119	1982
361	1122	1978
362	1126	1976
363	1128	1972
364	1130	1967
365	1133	1963
366	1135	1958
367	1138	1954
368	1140	1951
369	1143	1946
370	1145	1942
371	1147	1937
372	1150	1933
373	1152	1929
374	1155	1926
375	1158	1922
376	1160	1918
377	1163	1913
378	1165	1909
379	1168	1905
380	1170	1902
381	1173	1898
382	1175	1893
383	1177	1889
384	1180	1885
385	1182	1880
386	1185	1877
387	1188	1873
388	1190	1870
389	1192	1865
390	1195	1861
391	1197	1857
392	1199	1853
393	1202	1849
394	1205	1846
395	1208	1842
396	1210	1838
397	1212	1834
398	1215	1830
399	1217	1826
400	1220	1823
401	1223	1819
402	1225	1815
403	1227	1811
404	1230	1807
405	1233	1804
406	1236	1801
407	1238	1797
408	1241	1793
409	1243	1789
410	1245	1785
411	1248	1782
412	1251	1779
413	1254	1775
414	1256	1771
415	1259	1767
416	1261	1763
417	1264	1760
418	1267	1756
419	1270	1754
420	1272	1750
421	1275	1746
422	1277	1742
423	1280	1738
424	1282	1735
425	1285	1731
426	1287	1727
427	1289	1723
428	1292	1719
429	1294	1715
430	1297	1712
431	1299	1708
432	1302	1705
433	1304	1701
434	1307	1697
435	1309	1693
436	1312	1690
437	1314	1686
438	1317	1683
439	1319	1679
440	1321	1675
441	1324	1671
442	1326	1667
443	1329	1664
444	1332	1661
445	1334	1657
446	1336	1653
447	1339	1649
448	1341	1645
449	1344	1642
450	1346	1639
451	1350	1637
452	1353	1634
453	1356	1631
454	1359	1628
455	1363	1626
456	1366	1623
457	1369	1620
458	1372	1618
459	1376	1616
460	1380	1613
461	1383	1611
462	1386	1608
463	1389	1605
464	1393	1603
465	1396	1600
466	1400	1598
467	1403	1595
468	1406	1592
469	1410	1590
470	1415	1589
471	1418	1586
472	1421	1584
473	1425	1581
474	1429	1580
475	1432	1577
476	1435	1574
477	1439	1571
478	1442	1569
479	1446	1567
480	1449	1563
481	1451	1560
482	1453	1556
483	1456	1553
484	1459	1549
485	1462	1546
486	1464	1542
487	1466	1538
488	1468	1534
489	1471	1531
490	1474	1528
491	1476	1524
492	1478	1520
493	1481	1517
494	1483	1513
495	1485	1509
496	1488	1506
497	1491	1503
498	1494	1500
499	1496	1496
500	1498	1492
501	1501	1489
502	1503	1485
503	1507	1483
504	1511	1481
505	1514	1478
506	1516	1474
507	1519	1471
508	1521	1468
509	1524	1465
510	1527	1461
511	1529	1457
512	1531	1454
513	1534	1450
514	1536	1447
515	1539	1444
516	1542	1440
517	1544	1437
518	1547	1433
519	1549	1430
520	1552	1427
521	1555	1424
522	1558	1421
523	1560	1417
524	1563	1414
525	1565	1410
526	1568	1407
527	1571	1404
528	1573	1401
529	1575	1397
530	1578	1393
531	1580	1390
532	1582	1386
533	1585	1383
534	1588	1380
535	1590	1377
536	1592	1373
537	1595	1369
538	1597	1366
539	1600	1363
540	1602	1359
541	1605	1356
542	1608	1353
543	1610	1349
544	1612	1346
545	1615	1343
546	1618	1340
547	1620	1336
548	1622	1333
549	1625	1329
550	1627	1326
551	1629	1322
552	1632	1319
553	1635	1316
554	1637	1313
555	1639	1309
556	1642	1306
557	1644	1302
558	1647	1299
559	1650	1296
560	1653	1293
561	1655	1290
562	1657	1286
563	1660	1283
564	1662	1280
565	1665	1276
566	1668	1274
567	1670	1270
568	1672	1267
569	1675	1263
570	1677	1260
571	1680	1257
572	1683	1254
573	1685	1251
574	1688	1248
575	1690	1244
576	1693	1241
577	1696	1238
578	1699	1235
579	1701	1232
580	1703	1228
581	1706	1225
582	1708	1221
583	1711	1218
584	1714	1216
585	1717	1213
586	1720	1210
587	1722	1206
588	1724	1203
589	1727	1200
590	1730	1197
591	1732	1194
592	1735	1190
593	1737	1187
594	1739	1184
595	1742	1181
596	1744	1177
597	1747	1174
598	1749	1171
599	1752	1168
600	1754	1164
601	1756	1161
602	1759	1158
603	1762	1155
604	1764	1152
605	1766	1148
606	1769	1145
607	1771	1142
608	1774	1138
609	1776	1135
610	1779	1132
611	1781	1129
612	1783	1126
613	1786	1122
614	1788	1119
615	1791	1116
616	1794	1113
617	1796	1110
618	1799	1107
619	1801	1103
620	1803	1100
621	1806	1097
622	1808	1094
623	1811	1091
624	1814	1088
625	1816	1085
626	1818	1082
627	1821	1078
628	1823	1075
629	1826	1072
630	1829	1069
631	1831	1066
632	1833	1063
633	1835	1059
634	1838	1056
635	1841	1054
636	1844	1050
637	1846	1047
638	1848	1044
639	1851	1041
640	1854	1038
641	1856	1035
642	1859	1032
643	1861	1029
644	1864	1025
645	1866	1022
646	1868	1019
647	1871	1016
648	1874	1013
649	1876	1010
650	1878	1007
651	1881	1004
652	1883	1000
653	1886	997
654	1889	995
655	1891	992
656	1894	988
657	1896	985
658	1898	982
659	1901	979
660	1904	976
661	1907	973
662	1909	970
663	1912	967
664	1914	964
665	1917	961
666	1919	958
667	1922	955
668	1924	952
669	1927	949
670	1929	945
671	1931	942
672	1934	939
673	1937	937
674	1940	934
675	1943	931
676	1946	928
677	1948	925
678	1952	922
679	1955	920
680	1958	917
681	1961	914
682	1963	911
683	1966	908
684	1970	906
685	1973	903
686	1975	900
687	1977	896
688	1980	893
689	1982	890
690	1985	887
691	1988	884
692	1990	881
693	1992	878
694	1995	875
695	1997	872
696	2000	869
697	2003	866
698	2005	863
699	2007	860
700	2010	857
701	2012	854
702	2015	851
703	2018	848
704	2020	845
705	2022	842
706	2025	839
707	2027	836
708	2030	833
709	2032	830
710	2035	827
711	2037	824
712	2040	821
713	2042	818
714	2045	815
715	2048	812
716	2051	809
717	2053	806
718	2056	803
719	2058	800
720	2061	797
721	2064	794
722	2066	791
723	2068	788
724	2071	785
725	2073	782
726	2075	779
727	2078	776
728	2081	773
729	2083	770
730	2086	767
731	2088	764
732	2090	761
733	2093	758
734	2096	755
735	2098	752
736	2101	749
737	2103	746
738	2105	743
739	2108	740
740	2111	738
741	2114	735
742	2117	732
743	2119	729
744	2121	726
745	2124	723
746	2126	720
747	2129	717
748	2132	714
749	2134	711
750	2136	708
751	2138	705
752	2141	702
753	2144	699
754	2147	696
755	2149	693
756	2151	690
757	2154	687
758	2157	684
759	2159	682
760	2162	679
761	2164	676
762	2167	673
763	2169	670
764	2172	667
765	2174	664
766	2177	661
767	2179	658
768	2182	655
769	2184	652
770	2186	649
771	2189	646
772	2192	643
773	2194	640
774	2197	637
775	2199	634
776	2201	631
777	2204	629
778	2207	626
779	2209	623
780	2212	620
781	2214	617
782	2216	614
783	2218	611
784	2221	608
785	2224	605
786	2227	602
787	2229	599
788	2231	596
789	2234	593
790	2237	591
791	2239	588
792	2242	585
793	2244	582
794	2247	579
795	2249	576
796	2252	573
797	2254	570
798	2257	567
799	2259	564
800	2262	562
801	2264	559
802	2267	556
803	2269	553
804	2272	550
805	2274	547
806	2277	544
807	2279	541
808	2281	538
809	2284	535
810	2287	533
811	2289	530
812	2292	527
813	2294	524
814	2296	521
815	2299	518
816	2302	515
817	2305	513
818	2308	510
819	2310	507
820	2312	504
821	2315	501
822	2318	498
823	2320	495
824	2323	492
825	2325	489
826	2328	487
827	2330	484
828	2333	481
829	2336	478
830	2338	475
831	2340	472
832	2343	469
833	2345	466
834	2348	464
835	2351	461
836	2354	458
837	2356	455
838	2359	452
839	2361	449
840	2364	447
841	2367	444
842	2370	441
843	2372	438
844	2374	435
845	2376	432
846	2379	429
847	2382	427
848	2385	424
849	2387	421
850	2389	418
851	2392	415
852	2394	412
853	2397	409
854	2400	407
855	2402	404
856	2404	401
857	2407	398
858	2409	395
859	2412	392
860	2416	390
861	2419	387
862	2422	384
863	2425	381
864	2429	379
865	2432	376
866	2436	373
867	2439	370
868	2442	368
869	2446	365
870	2450	362
871	2453	360
872	2456	357
873	2460	354
874	2464	352
875	2467	349
876	2470	346
877	2474	343
878	2477	341
879	2482	338
880	2486	335
881	2489	333
882	2492	330
883	2497	327
884	2500	324
885	2503	322
886	2506	319
887	2511	316
888	2514	314
889	2518	311
890	2520	308
891	2523	305
892	2526	302
893	2529	299
894	2532	297
895	2534	294
896	2536	291
897	2539	288
898	2542	285
899	2545	282
900	2548	280
901	2550	277
902	2553	274
903	2555	271
904	2558	268
905	2561	265
906	2564	262
907	2566	260
908	2568	257
909	2571	254
910	2574	251
911	2576	248
912	2579	245
913	2581	242
914	2583	240
915	2586	237
916	2588	234
917	2592	231
918	2594	228
919	2597	225
920	2599	222
921	2601	220
922	2604	217
923	2607	214
924	2609	211
925	2612	208
926	2614	205
927	2616	203
928	2619	200
929	2622	197
930	2624	194
931	2626	191
932	2629	188
933	2631	185
934	2633	183
935	2636	180
936	2639	177
937	2642	174
938	2644	171
939	2647	168
940	2649	166
941	2652	163
942	2655	160
943	2657	157
944	2659	154
945	2662	151
946	2664	149
947	2667	146
948	2669	143
949	2672	140
950	2674	137
951	2677	134
952	2679	132
953	2681	129
954	2684	126
955	2687	123
956	2690	120
957	2692	118
958	2694	115
959	2697	112
960	2699	109
961	2703	106
962	2706	103
963	2709	101
964	2711	98
965	2714	95
966	2717	92
967	2720	89
968	2723	87
969	2725	84
970	2727	81
971	2730	78
972	2733	75
973	2736	73
974	2739	70
975	2741	67
976	2743	64
977	2746	61
978	2749	58
979	2752	56
980	2754	53
981	2757	50
982	2759	47
983	2762	44
984	2765	42
985	2768	39
986	2770	36
987	2772	33
988	2775	30
989	2778	28
990	2780	25
991	2783	22
992	2785	19
993	2788	16
994	2790	14
995	2792	11
996	2795	8
997	2798	5
998	2801	2
999	2803	0
